,Account Name,Sample_2,,,,,,,,,,,,,
,Create Date,Jan 29 2013,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ignore,Tag,Make,Model,Serial Number,IP Address,MAC Address,Location,Meter Date 1,Total Meter 1,BW Meter 1,Color Meter 1,Meter Date 2,Total Meter 2,BW Meter 2,Color Meter 2
,399E3877,Xerox,WorkCentre 7120,3326607575,192.168.160.24,08-00-37-A1-72-FD,USA/IL/,Jan 24 2013,43482,32408,3671,Jun 29 2012,22997,20940,2057
,14E88503,Kyocera,FS-3900DN,XPJ6605537,10.90.6.19,00-C0-EE-68-CA-9A,USA/IL/,Jan 25 2013,209443,,,Jun 29 2012,174600,,
,74C902DF,Kyocera,FS-3900DN,XPJ6302233,10.2.6.36,00-C0-EE-68-25-3E,USA/IL/,Jan 25 2013,29612,,,Jun 29 2012,27095,,
,160096AC,Zebra,Z4MPlus,,192.0.0.71,00-07-4D-21-5C-57,USA/IL/,,,,,,,,
,8A2D7A92,Kyocera,FS-3920DN,XVJ9603053,192.151.15.91,00-C0-EE-48-A4-6B,USA/IL/,Jan 25 2013,26119,,,Jun 29 2012,25914,,
,02F51DBD,Zebra,Z4MPlus,,192.0.0.76,00-07-4D-21-F1-87,USA/IL/,,,,,,,,
,E80AD52D,Zebra,Z4MPlus,,192.0.0.74,00-07-4D-21-5C-58,USA/IL/,,,,,,,,
,D265DEBD,Hewlett-Packard,Unknown,,192.151.90.246,00-21-79-E2-71-29,USA/IL/,,,,,,,,
,987C74CD,Kyocera,FS-9530DN,PPP6700455,10.2.6.55,00-C0-EE-1A-87-FC,USA/IL/,Jan 25 2013,150778,,,Jun 29 2012,145347,,
,DBFA0CA5,Konica Minolta,MINOLTA 250,,192.151.80.1,00-0D-02-83-93-DC,USA/IL/,Jan 25 2013,170126,170126,,Jun 29 2012,157159,157159,
,2E09F72B,Kyocera,FS-3900DN,XPJ6403381,10.2.6.54,00-C0-EE-68-10-EF,USA/IL/,Jan 25 2013,366679,,,Jun 29 2012,343071,,
,05C77830,Kyocera,FS-3900DN,XPJ6604658,10.2.6.35,00-C0-EE-68-CB-B8,USA/IL/,Jan 25 2013,68058,,,Jun 29 2012,61763,,
,07EDCE1E,Kyocera,FS-3900DN,XPJ6605554,10.2.6.34,00-C0-EE-68-CC-2A,USA/IL/,Jan 25 2013,255392,,,Jun 29 2012,223285,,
,07DAA0F5,Hewlett-Packard,Designjet 500 Plus (42 inch wide),SG68HD2010,10.92.6.14,00-11-0A-F3-BA-3B,USA/IL/,,,,,,,,
,8782943,Xerox,WorkCentre 7535,XKK402118,10.2.6.124,9C-93-4E-02-4F-D2,USA/IL/,Jan 28 2013,19601,9011,10590,Mar 21 2012,48,24,24
