,42A5B44B,Hewlett-Packard,LaserJet 4000 Series,XXXXXXXXXX,10.12.2.170,00-60-B0-71-38-15, ,Jan 29 2013,267248,,,Jul 13 2012,253253,,
,B5948D60,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.138.175,00-07-4D-2F-F6-C0, ,,,,,,,,
,16340BC8,Hewlett-Packard,LaserJet 4050 Series,USQJ013888,10.12.129.41,00-01-E6-2B-EC-88, ,Jan 29 2013,334070,,,Jul 13 2012,333427,,
,A3CCE018,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.67.215,00-07-4D-21-4B-81, ,,,,,,,,
,2E3BFF31,Hewlett-Packard,LaserJet 8150 Series,JPDLR78884,10.10.45.21,00-11-0A-C4-E8-CF, ,Nov 13 2012,599887,,,Jul 13 2012,595284,,
,AFEB955E,Hewlett-Packard,Color LaserJet CP3525,CNCC93Q09N,10.12.148.101,00-23-7D-6F-A6-B7, ,Aug 27 2012,,,19852,Jul 13 2012,25523,5673,19850
,A8904AC2,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.136.187,00-07-4D-21-F5-64, ,,,,,,,,
,3C5EDEF2,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.14.42,00-07-4D-21-D6-62, ,,,,,,,,
,57FBBD92,Hewlett-Packard,ETHERNET JETDIRECT EX,,10.12.136.173,00-07-4D-25-7F-16, ,,,,,,,,
,DD79C8F1,Hewlett-Packard,LaserJet 4100 Series,USJNJ42261,10.12.97.40,00-60-B0-26-D0-71, ,Jan 29 2013,18487,,,Jul 13 2012,18487,,
,9F6EC756,Hewlett-Packard,LaserJet 600 M602,CNBCD5W2H1,10.12.136.186,A0-B3-CC-9F-74-D4, ,Jan 29 2013,10802,10802,,Jul 13 2012,1155,1155,
,C850085A,Hewlett-Packard,Color LaserJet 5550,JPDC51N077,10.10.29.209,00-0E-7F-E0-34-CD, ,Dec 17 2012,153011,62077,90934,Jul 13 2012,149605,61255,88350
,8ABFBFB8,Hewlett-Packard,LaserJet M3027 MFP,CNNLC21274,10.12.148.100,00-23-7D-7C-45-97, ,Aug 27 2012,22584,22584,,Jul 13 2012,22484,22484,
,C192B0DE,Hewlett-Packard,LaserJet P4015,CNDYB21960,10.12.7.40,68-B5-99-40-9F-A2, ,Jan 29 2013,36472,36472,,Jul 13 2012,24700,24700,
,B1B53C1A,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.64.208,00-07-4D-28-AB-89, ,,,,,,,,
,73E776B6,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.101.64.207,00-07-4D-21-23-3A, ,,,,,,,,
,8C536D66,Hewlett-Packard,OfficeJet 7400 series,MY65PP705W0408,10.101.3.215,00-16-35-3F-24-2C, ,Jan 26 2013,12000,,,Jul 13 2012,11351,,
,5B5C4243,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.14,00-07-4D-2B-3F-EA, ,,,,,,,,
,9F0ED969,Hewlett-Packard,LaserJet 4350,JPRFH18891,10.12.138.170,00-1E-0B-11-50-FC, ,Nov 7 2012,34510,34510,,Jul 13 2012,32920,32920,
,DBEA9506,Hewlett-Packard,LaserJet 2300 series,CNBGG12087,10.10.18.210,00-30-6E-CE-5B-CF, ,Jan 26 2013,20675,,,Jul 13 2012,19862,,
,88B07BD3,Hewlett-Packard,LaserJet P2015 Series,CNBJS28747,10.12.139.32,00-1B-78-1E-95-1D, ,Jan 29 2013,30055,30055,,Jul 13 2012,21588,21588,
,C5E6EB31,Hewlett-Packard,LaserJet P4015,CNDYB48401,10.101.105.230,9C-8E-99-85-EC-81, ,Jan 26 2013,25996,25996,,Jul 13 2012,15549,15549,
,9B90D605,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.18,00-07-4D-2A-DC-69, ,,,,,,,,
,668EF68E,Hewlett-Packard,ZTC DA402-200dpi,,10.10.251.14,00-40-68-1D-6A-3C, ,,,,,,,,
,B4BA4B1C,Hewlett-Packard,LaserJet 1300N,CNCB153665,10.10.18.202,00-30-6E-FA-BD-C5, ,Jan 29 2013,131951,,,Jul 13 2012,122814,,
,C526F2AE,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.132.142,00-07-4D-28-CC-AA, ,,,,,,,,
,A6945969,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.18.212,00-07-4D-32-4E-A8, ,,,,,,,,
,51A522B9,Hewlett-Packard,LaserJet P4015,CNDY294894,10.12.29.40,F4-CE-46-4C-16-7C, ,Jan 29 2013,57755,57755,,Jul 13 2012,46539,46539,
,A875638B,Hewlett-Packard,LaserJet 4250,CNGXG09866,10.12.5.170,00-14-38-5E-98-0A, ,Aug 3 2012,175122,175122,,Jul 13 2012,174007,174007,
,18928808,Hewlett-Packard,LaserJet M3027 MFP,CNNLC14997,10.12.116.40,00-21-5A-8E-AB-85, ,Jan 29 2013,44089,44089,,Jul 13 2012,36032,36032,
,A73D9808,Hewlett-Packard,LaserJet P2055dn,VNB3X17860,10.12.135.48,08-2E-5F-BC-24-2C, ,Jan 29 2013,2988,2988,,Jul 13 2012,1358,1358,
,4CCDAC57,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.21,00-07-4D-2A-08-36, ,,,,,,,,
,23A0581B,Hewlett-Packard,LaserJet 1300N,CNCB153664,10.10.18.203,00-30-6E-FA-BD-F4, ,Jan 29 2013,59332,,,Jul 13 2012,56263,,
,0963CAB3,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.135.58,00-07-4D-28-9A-DC, ,,,,,,,,
,AEC51FC5,Hewlett-Packard,LaserJet 4300,CNGY444228,10.12.134.64,00-0E-7F-35-EA-DE, ,Jan 29 2013,485552,,,Jul 13 2012,456605,,
,ECE43D83,Hewlett-Packard,LaserJet P4015,CNDY948004,10.10.21.216,3C-D9-2B-A0-76-8B, ,Jan 29 2013,38708,38708,,Jul 13 2012,22194,22194,
,2D5FBEA5,Hewlett-Packard,LaserJet P2015 Series,CNBJS02218,10.12.129.171,00-1A-4B-1B-5B-3E, ,Jan 29 2013,88087,88087,,Jul 13 2012,76276,76276,
,7005D472,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.130.142,00-07-4D-28-85-89, ,,,,,,,,
,C73727D2,Hewlett-Packard,LaserJet P2055dn,CNB9079886,10.12.141.40,3C-4A-92-42-88-13, ,Jan 26 2013,10220,10220,,Jul 13 2012,6036,6036,
,9FC8E49A,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.193,00-07-4D-28-8E-57, ,,,,,,,,
,2101CE47,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.37.171,00-07-4D-28-6C-74, ,,,,,,,,
,29127268,Hewlett-Packard,LaserJet 4350,CNGXF67517,10.12.1.40,00-14-38-D1-B8-7F, ,Jan 29 2013,127575,127575,,Jul 13 2012,119548,119548,
,60A8AA78,Hewlett-Packard,Color LaserJet CP2025n,CNGSC72525,10.10.20.69,E8-39-35-8D-0B-EC, ,Jan 29 2013,10172,1750,8422,Jul 13 2012,4288,858,3430
,CB889D3F,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.130.140,00-07-4D-29-9B-3C, ,,,,,,,,
,6413AFCC,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.204,00-07-4D-21-33-6A, ,,,,,,,,
,3DD6FBA4,Hewlett-Packard,LaserJet 4100 Series,USJNJ42259,10.12.96.170,00-01-E6-50-51-83, ,Jan 26 2013,6456,,,Jul 13 2012,6408,,
,A07A9793,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.131.59,00-07-4D-22-00-E7, ,,,,,,,,
,4081F9F6,Hewlett-Packard,LaserJet P4015,CNDYC40421,10.10.21.218,3C-D9-2B-A0-86-9E, ,Jan 29 2013,21178,21178,,Jul 13 2012,7965,7965,
,6143166F,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.134.11,00-07-4D-29-73-91, ,,,,,,,,
,1B24CEA5,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.133.198,00-07-4D-21-CE-43, ,,,,,,,,
,99200EFE,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.10.18.208,00-07-4D-28-C1-F0, ,,,,,,,,
,FC3E5607,Hewlett-Packard,LaserJet 4350,CNRXJ70887,10.12.136.42,00-17-A4-98-F6-E8, ,Jan 26 2013,78383,78383,,Jul 13 2012,76791,76791,
,4163D02D,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.4.171,00-07-4D-29-B3-98, ,,,,,,,,
,1D1F6013,Hewlett-Packard,LaserJet 4050 Series,USCC145119,10.12.6.40,00-10-83-BC-08-13, ,Jan 29 2013,471460,,,Jul 13 2012,463951,,
,5934BE02,Hewlett-Packard,LaserJet P2055dn,CNBJ609687,10.10.18.201,98-4B-E1-37-1D-43, ,Jan 29 2013,20401,20401,,Jul 13 2012,13032,13032,
,F2F888EB,Hewlett-Packard,LaserJet P4015,CNDYC08417,10.12.140.230,98-4B-E1-3A-B9-30, ,Jan 29 2013,153999,153999,,Jul 13 2012,92494,92494,
,A1455DC2,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.50,00-07-4D-28-C5-7F, ,,,,,,,,
,A6311D33,Hewlett-Packard,LaserJet P4015,CNDYB27738,10.12.136.40,3C-4A-92-B3-97-85, ,Jan 29 2013,79785,79785,,Jul 13 2012,44699,44699,
,7F7C328B,Hewlett-Packard,LaserJet P4015,CNDY908489,10.12.42.40,78-E7-D1-A0-1B-46, ,Jan 29 2013,59147,59147,,Jul 13 2012,47574,47574,
,AB63167B,Hewlett-Packard,LaserJet 4350,CNRXS06248,10.12.139.172,00-18-FE-A7-0E-BC, ,Jan 26 2013,120052,120052,,Jul 13 2012,102550,102550,
,BB10A1BA,Hewlett-Packard,LaserJet 4350,CNGXB46164,10.10.30.212,00-14-38-A6-D4-3E, ,Nov 27 2012,51740,51740,,Jul 13 2012,50161,50161,
,A852C1B3,Hewlett-Packard,Color LaserJet 4700,JP4LB30765,10.10.34.205,00-1E-0B-10-4D-43, ,Nov 27 2012,146844,15264,131580,Jul 13 2012,143667,14499,129168
,CC5D2CFA,Hewlett-Packard,LaserJet 4350,CNRXJ62576,10.101.102.100,00-1A-4B-16-91-E2, ,Jan 26 2013,217000,217000,,Jul 13 2012,194881,194881,
,542BCB54,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.131.49,00-07-4D-21-F7-C5, ,,,,,,,,
,614D5E75,Hewlett-Packard,LaserJet 4350,JPRFH19552,10.10.40.40,00-1E-0B-13-A0-40, ,Nov 13 2012,346900,346900,,Jul 13 2012,329463,329463,
,78E1D1FD,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.15,00-07-4D-28-C5-A0, ,,,,,,,,
,7B05B8CD,Hewlett-Packard,LaserJet M3035 MFP,CNQCB23055,10.12.49.40,78-E7-D1-AA-D0-69, ,Jan 29 2013,40381,40381,,Jul 13 2012,32356,32356,
,7562EB79,Hewlett-Packard,LaserJet 4350,CNGXF51053,10.12.134.91,00-14-38-91-16-3D, ,Jan 29 2013,146471,146471,,Jul 13 2012,140929,140929,
,D1F173AD,Hewlett-Packard,LaserJet 600 M602,CNBCD5N40X,10.101.102.230,A0-B3-CC-9E-07-60, ,Jan 26 2013,14435,14435,,Jul 13 2012,661,661,
,4857CE37,Hewlett-Packard,LaserJet 4350,JPRFH18176,10.10.29.211,00-1E-0B-11-FB-8A, ,Aug 13 2012,109248,109248,,Jul 13 2012,103609,103609,
,FB385D81,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.103.101,00-07-4D-28-C4-38, ,,,,,,,,
,E654E52B,Hewlett-Packard,LaserJet 4300,CNDY501946,10.10.34.207,00-01-E6-A6-69-E8, ,Nov 27 2012,217471,,,Jul 13 2012,210798,,
,670D2689,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.22,00-07-4D-2A-A0-F3, ,,,,,,,,
,7FF466E4,Hewlett-Packard,LaserJet 4050 Series,USBC035188,10.12.139.170,00-60-B0-D3-16-17, ,Jan 26 2013,113309,,,Jul 13 2012,113023,,
,5B32E939,Hewlett-Packard,LaserJet 600 M602,CNBCD5N40S,10.101.100.100,A0-B3-CC-9D-4C-1E, ,Jan 26 2013,10611,10611,,Jul 13 2012,1122,1122,
,F37FC037,Hewlett-Packard,LaserJet 4350,CNGXF97749,10.12.134.79,00-14-38-DA-09-49, ,Jan 29 2013,87998,87998,,Jul 13 2012,62314,62314,
,A693C119,Hewlett-Packard,LaserJet 1300N,CNCB148278,10.12.139.171,00-01-E6-68-51-51, ,Jan 26 2013,138866,,,Jul 13 2012,129288,,
,0E807D7E,Hewlett-Packard,LaserJet 5000,USB1007189,10.10.30.209,00-60-B0-D5-76-8A, ,Dec 17 2012,277912,,,Jul 13 2012,275305,,
,2FDC2319,Hewlett-Packard,LaserJet P4015,CNDYC34868,10.101.108.100,2C-27-D7-0E-C9-E3, ,Jan 26 2013,39319,39319,,Jul 13 2012,23396,23396,
,BCF9FA06,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.41.171,00-07-4D-30-30-33, ,,,,,,,,
,1C748804,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.133.142,00-07-4D-29-6A-51, ,,,,,,,,
,28AA69C3,Hewlett-Packard,LaserJet 4350,JPRFH19298,10.12.138.179,00-1E-0B-10-ED-86, ,Nov 9 2012,48110,48110,,Jul 13 2012,40405,40405,
,4F8C27BC,Hewlett-Packard,LaserJet M3027 MFP,CNMLC00265,10.10.27.213,00-23-7D-8B-31-83, ,Jan 26 2013,101896,101896,,Jul 13 2012,91560,91560,
,A458290F,Hewlett-Packard,LaserJet P4015,CNDYC20021,10.101.100.230,78-E3-B5-FB-A3-B4, ,Jan 26 2013,19766,19766,,Jul 13 2012,13393,13393,
,AB04CFF2,Hewlett-Packard,LaserJet 4350,JPRFH18180,10.10.34.200,00-1E-0B-11-F0-F2, ,Nov 27 2012,52620,52620,,Jul 13 2012,48318,48318,
,7251D0A3,Hewlett-Packard,LaserJet P4015,CNDY871462,10.12.134.95,D4-85-64-1B-54-D4, ,Jan 26 2013,45313,45313,,Jul 13 2012,31175,31175,
,5F870868,Hewlett-Packard,LaserJet 4350,CNRXK72273,10.12.44.170,00-1A-4B-26-A7-5B, ,Jan 29 2013,96462,96462,,Jul 13 2012,85088,85088,
,7DF80E64,Hewlett-Packard,LaserJet 4350,JPRFH19616,10.12.138.176,00-1E-0B-11-5B-B1, ,Nov 8 2012,73250,73250,,Jul 13 2012,68005,68005,
,EDF3FF72,Hewlett-Packard,LaserJet P4015,CNDYC27034,10.101.107.100,9C-8E-99-86-33-BB, ,Jan 26 2013,18207,18207,,Jul 13 2012,8359,8359,
,AB82A23A,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.17,00-07-4D-28-8F-B3, ,,,,,,,,
,BE97995E,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.38.41,00-07-4D-29-BF-08, ,,,,,,,,
,AD05FB60,Hewlett-Packard,LaserJet 4350,JPRFH19558,10.10.30.207,00-1E-0B-13-22-BC, ,Nov 27 2012,254461,254461,,Jul 13 2012,226428,226428,
,F1BC821A,Hewlett-Packard,LaserJet 600 M602,CNBCD5N423,10.101.98.230,A0-B3-CC-9D-1D-48, ,Jan 26 2013,10726,10726,,Jul 13 2012,843,843,
,535156FF,Hewlett-Packard,LaserJet P2055dn,CNB9961484,10.12.139.35,68-B5-99-3F-8E-FF, ,Jan 29 2013,8606,8606,,Jul 13 2012,6157,6157,
,2C83D80D,Hewlett-Packard,LaserJet 4350,CNGXJ16287,10.12.134.70,00-14-38-91-C8-C0, ,Jan 29 2013,515550,515550,,Jul 13 2012,458854,458854,
,B85FF59C,Hewlett-Packard,LaserJet 4000 Series,USSC018132,10.10.27.209,08-00-09-C3-17-4B, ,Jan 29 2013,30499,,,Jul 13 2012,29851,,
,D42F7BC1,Hewlett-Packard,LaserJet 4350,CNRXS51244,10.12.45.170,00-1B-78-1F-65-E4, ,Jan 29 2013,69503,69503,,Jul 13 2012,63255,63255,
,E8DAA9CD,Hewlett-Packard,Color LaserJet CP3525,JPCCCC30RC,10.10.35.201,08-2E-5F-6A-10-11, ,Jan 29 2013,6220,827,5393,Jul 13 2012,3691,586,3105
,1A4467FE,Hewlett-Packard,LaserJet 4350,CNRXS37950,10.101.105.100,00-1B-78-14-0A-DE, ,Jan 26 2013,85382,85382,,Jul 13 2012,77598,77598,
,294F4C2D,Hewlett-Packard,LaserJet 4350,JPRFH18890,10.12.3.95,00-1E-0B-11-30-50, ,Jan 29 2013,88237,88237,,Jul 13 2012,85067,85067,
,F936C8E7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.131.16,00-07-4D-2A-2A-BD, ,,,,,,,,
,23A08C48,Hewlett-Packard,LaserJet 4200,USGNX11314,10.10.18.209,00-30-C1-8B-B2-D4, ,Jan 29 2013,58228,,,Jul 13 2012,56871,,
,CCD8E6E4,Hewlett-Packard,LaserJet 4350,CNRXJ90709,10.12.45.40,00-1A-4B-26-B7-54, ,Jan 29 2013,80946,80946,,Jul 13 2012,74912,74912,
,1335329E,Hewlett-Packard,LaserJet P4015,CNDYC36061,10.12.134.92,9C-8E-99-8A-B8-81, ,Jan 29 2013,24005,24005,,Jul 13 2012,14168,14168,
,6B891A1A,Hewlett-Packard,LaserJet 600 M602,CNBCD5N152,10.101.103.230,A0-B3-CC-9B-9A-CA, ,Jan 26 2013,23530,23530,,Jul 13 2012,2622,2622,
,37B3BC29,Hewlett-Packard,LaserJet 4350,CNRXX21504,10.12.139.29,00-1B-78-28-17-40, ,Jan 29 2013,61477,61477,,Jul 13 2012,58241,58241,
,C8AE398E,Hewlett-Packard,LaserJet 1300N,CNCB153670,10.10.18.200,00-30-6E-FA-7E-63, ,Jan 29 2013,144619,,,Jul 13 2012,135852,,
,6580FA5D,Hewlett-Packard,ZTC DA402-200dpi,,10.10.251.13,00-07-4D-21-11-D2, ,,,,,,,,
,BDCA53EB,Hewlett-Packard,LaserJet 600 M602,CNBCD4H14Z,10.101.103.100,80-C1-6E-94-24-4C, ,Jan 26 2013,22270,22270,,Jul 13 2012,3988,3988,
,7ABF0661,Hewlett-Packard,LaserJet 4300,CNGY203832,10.12.129.15,00-11-0A-C3-0F-F5, ,Dec 11 2012,52762,,,Jul 13 2012,47821,,
,AFF044C7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.25.41,00-07-4D-2A-DF-59, ,,,,,,,,
,90057EF5,Hewlett-Packard,LaserJet 4350,CNGXD94170,10.12.0.40,00-14-38-D9-CB-11, ,Jan 29 2013,195355,195355,,Jul 13 2012,180428,180428,
,21AA16A1,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.203,00-07-4D-24-C5-95, ,,,,,,,,
,F6C3913B,Hewlett-Packard,LaserJet P4015,CNDY851525,10.12.25.40,78-E7-D1-A0-62-51, ,Sep 19 2012,55106,55106,,Jul 13 2012,50107,50107,
,52D1002F,Hewlett-Packard,LaserJet P4015,CNDYC08826,10.12.140.231,98-4B-E1-3A-DA-08, ,Jan 29 2013,71672,71672,,Jul 13 2012,55287,55287,
,B52A68CB,Hewlett-Packard,LaserJet 4350,CNRXJ66804,10.12.135.19,00-17-08-8D-36-A4, ,Jan 29 2013,99590,99590,,Jul 13 2012,90542,90542,
,4E7FE59D,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.1.41,00-07-4D-28-A4-8A, ,,,,,,,,
,6EC0174C,Hewlett-Packard,LaserJet 4000,USEK064309,10.10.18.206,00-60-B0-BC-11-8E, ,Jan 29 2013,219543,,,Jul 13 2012,216916,,
,93796E5E,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.0.43,00-07-4D-2A-DC-6E, ,,,,,,,,
,7B6A6A01,Hewlett-Packard,LaserJet 4350,JPRFH19554,10.12.135.13,00-1E-0B-13-52-0C, ,Jan 29 2013,68220,68220,,Jul 13 2012,56159,56159,
,6C56F814,Hewlett-Packard,LaserJet 4000 Series,USMB030172,10.12.129.42,00-60-B0-62-CD-D6, ,Jan 29 2013,475185,,,Jul 13 2012,454695,,
,76DDECBD,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.10.18.207,00-07-4D-21-C1-1D, ,,,,,,,,
,14E19BB1,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.42.41,00-07-4D-29-B9-C9, ,,,,,,,,
,58D8F192,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.133.140,00-07-4D-28-85-3B, ,,,,,,,,
,2677FDC0,Hewlett-Packard,LaserJet 4350,JPRFH18226,10.10.44.19,00-1E-0B-11-51-08, ,Dec 17 2012,165737,165737,,Jul 13 2012,160861,160861,
,8EBEBAC7,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.28.171,00-07-4D-2A-DF-72, ,,,,,,,,
,66DDF38C,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.3.171,00-07-4D-29-B8-63, ,,,,,,,,
,943D36B6,Hewlett-Packard,LaserJet 4300,CNGY202193,10.12.130.177,00-01-E6-9B-48-DD, ,Jan 29 2013,56853,,,Jul 13 2012,54730,,
,14F1D512,Hewlett-Packard,LaserJet P4015,CNDYB27861,10.12.136.46,3C-4A-92-B3-0C-67, ,Jan 29 2013,16684,16684,,Jul 13 2012,6739,6739,
,40D6D5E4,Hewlett-Packard,LaserJet P4015,CNDYC08824,10.12.140.225,98-4B-E1-3A-6A-50, ,Oct 18 2012,30750,30750,,Jul 13 2012,23762,23762,
,E89EC9DC,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.136.51,00-07-4D-28-AC-5C, ,,,,,,,,
,546D9B65,Hewlett-Packard,LaserJet 4350,JPRFH18813,10.10.45.160,00-1E-0B-12-00-38, ,Jan 22 2013,42325,42325,,Jul 13 2012,36686,36686,
,D77049CF,Hewlett-Packard,LaserJet 1300N,CNCB138879,10.12.129.178,00-0E-7F-39-D0-EA, ,Jan 26 2013,51741,,,Jul 13 2012,50145,,
,3059AADE,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.131.61,00-07-4D-29-3D-91, ,,,,,,,,
,BC88A0E1,Hewlett-Packard,Color LaserJet 4700,JPRLB42095,10.10.43.216,00-14-38-D9-81-28, ,Nov 7 2012,177654,30674,146980,Jul 13 2012,165519,29902,135617
,FEFD5477,Hewlett-Packard,LaserJet 4000 Series,USNC208637,10.12.3.170,00-60-B0-C7-80-B3, ,Jul 25 2012,172672,,,Jul 13 2012,172026,,
,1386C834,Hewlett-Packard,LaserJet P4015,CNDYC10272,10.12.135.22,98-4B-E1-40-B2-C3, ,Jan 29 2013,20513,20513,,Jul 13 2012,13111,13111,
,4614A676,Hewlett-Packard,LaserJet 4050 Series,USCF046981,10.10.35.160,00-60-B0-E7-4B-41, ,Nov 27 2012,199396,,,Jul 13 2012,198537,,
,EE920F96,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.12.116.41,00-07-4D-2B-32-7C, ,,,,,,,,
,19A552C6,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.135.187,00-07-4D-22-00-E4, ,,,,,,,,
,F349CAA3,Hewlett-Packard,LaserJet 4350,CNRXC91394,10.12.136.44,00-17-08-90-20-2A, ,Jan 26 2013,82894,82894,,Jul 13 2012,75165,75165,
,16193DB0,Hewlett-Packard,LaserJet P4015,CNDYC08726,10.12.140.224,98-4B-E1-3A-CA-6B, ,Jan 29 2013,28162,28162,,Jul 13 2012,21445,21445,
,8480E6D3,Hewlett-Packard,LaserJet 4100 Series,USBNF21742,10.12.130.171,00-01-E6-35-B1-4B, ,Jan 29 2013,399883,,,Jul 13 2012,399166,,
,4CFE7710,Hewlett-Packard,LaserJet M3035 MFP,CNQCB78121,10.12.17.40,00-9C-02-02-79-FB, ,Jan 29 2013,20483,20483,,Jul 13 2012,9560,9560,
,DC735F9B,Hewlett-Packard,ZTC DA402-200dpi,,10.10.251.10,00-07-4D-21-1F-C7, ,,,,,,,,
,77391DC8,Hewlett-Packard,LaserJet 8150 Series,JPDLR67502,10.10.46.201,00-11-0A-BB-8F-93, ,Nov 27 2012,312633,,,Jul 13 2012,302037,,
,8623A7E2,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.215,00-07-4D-22-0C-49, ,,,,,,,,
,E43D8DCD,Hewlett-Packard,LaserJet P4015,CNDYC08649,10.12.140.228,98-4B-E1-3A-49-D2, ,Jan 29 2013,308757,308757,,Jul 13 2012,194815,194815,
,3854630B,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.225,00-07-4D-25-7F-62, ,,,,,,,,
,D0DC6415,Hewlett-Packard,LaserJet P4015,CNDYB07323,10.12.5.40,1C-C1-DE-11-B7-4F, ,Jan 26 2013,36180,36180,,Jul 13 2012,23290,23290,
,8962329E,Hewlett-Packard,LaserJet 8150 Series,JPDLR68630,10.10.45.16,00-11-0A-BE-C4-F9, ,Nov 27 2012,1326045,,,Jul 13 2012,1264340,,
,5F4A5384,Hewlett-Packard,LaserJet 4300,CNGY438918,10.12.129.46,00-0E-7F-34-21-56, ,Jan 26 2013,181133,,,Jul 13 2012,167434,,
,6EBDD042,Hewlett-Packard,LaserJet P4015,CNDYC08731,10.12.140.229,98-4B-E1-3A-7A-24, ,Jan 29 2013,138074,138074,,Jul 13 2012,69328,69328,
,12A1F04C,Hewlett-Packard,LaserJet 4350,CNRXS49865,10.12.139.23,00-1E-0B-05-41-4E, ,Jan 29 2013,13642,13642,,Jul 13 2012,12446,12446,
,BF8A0667,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.202,00-07-4D-21-CC-33, ,,,,,,,,
,F88A1784,Hewlett-Packard,ZTC LP2844-Z-200dpi,,10.12.134.201,00-07-4D-24-36-B9, ,,,,,,,,
,D1A8ECFC,Hewlett-Packard,LaserJet 4300,CNGY203829,10.12.129.44,00-0E-7F-34-28-D5, ,Dec 12 2012,99848,,,Jul 13 2012,98395,,
,5F6F05E5,Hewlett-Packard,LaserJet 4350,JPRFH18599,10.10.46.41,00-1E-0B-13-22-2C, ,Nov 27 2012,48524,48524,,Jul 13 2012,47020,47020,
,8347F676,Hewlett-Packard,ZTC DA402-200dpi,,10.10.251.12,00-07-4D-21-97-57, ,,,,,,,,
,79704127,Hewlett-Packard,LaserJet P2055dn,CNBJ611867,10.12.140.232,98-4B-E1-3A-54-55, ,Jan 22 2013,5573,5573,,Jul 13 2012,3316,3316,
,57024FE7,Hewlett-Packard,LaserJet 4300,CNGY101587,10.12.134.57,00-01-E6-97-D3-04, ,Jan 29 2013,171342,,,Jul 13 2012,157066,,
,241436B8,Hewlett-Packard,LaserJet P4015,CNDYB29218,10.101.101.100,3C-4A-92-B4-70-A1, ,Jan 26 2013,45585,45585,,Jul 13 2012,31453,31453,
,A96B035E,Hewlett-Packard,LaserJet P2015 Series,CNBJS72574,10.12.139.161,00-1F-29-18-A3-8D, ,Jan 29 2013,17977,17977,,Jul 13 2012,16161,16161,
,AAD609C0,Hewlett-Packard,LaserJet P4015,CNDYB45955,10.12.49.230,2C-27-D7-11-5B-AD, ,Jan 29 2013,18887,18887,,Jul 13 2012,11648,11648,
,01ED5B5B,Hewlett-Packard,LaserJet P2055dn,CNBJ529198,10.12.133.170,78-E3-B5-F9-3B-B0, ,Jan 29 2013,36332,36332,,Jul 13 2012,22194,22194,
,C961B63B,Hewlett-Packard,ZTC TLP3844-Z-300dpi,,10.101.106.101,00-07-4D-2A-29-B9, ,,,,,,,,
